submission_id,actual_outcome,age,comments,correctResponse,education,effect_valence,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,mechanism,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNr,trialType
1602,red,60,,NA,Graduated High-school,neutral,290164,1756124452764,1756124162600,male,English,disjunctive,61664028d0451f1bf8b9b031,68ac53e248d34d6361a67cef,68ac49e7f5750fd7a623e599,7,51868,1,critical
1603,red,43,,Sound A,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,Sound A,13521,1,comprehension
1603,red,43,,Sound B,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,Sound B,2848,2,comprehension
1603,red,43,,Sound B,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,Sound B,1183,3,comprehension
1603,red,43,,Sound B,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,Sound B,1184,4,comprehension
1603,red,43,,only the islanders know,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,90% for blue marbles and 10% for red marbles,11649,1,comprehension-2
1603,red,43,,FALSE,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,FALSE,5847,2,comprehension-2
1603,red,43,,NA,Graduated College,unpleasant,202121,1756124450168,1756124248047,female,English,conjunctive,613dd0f423a5be35aff90579,68ac5466905e5b6407840d00,68ac49e7f5750fd7a623e599,4,40656,1,critical
1604,red,33,Thank you,Sound A,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,Sound A,25959,1,comprehension
1604,red,33,Thank you,Sound A,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,Sound A,6550,2,comprehension
1604,red,33,Thank you,Sound A,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,Sound A,1797,3,comprehension
1604,red,33,Thank you,Sound B,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,Sound B,2259,4,comprehension
1604,red,33,Thank you,only the islanders know,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,90% for blue marbles and 10% for red marbles,27580,1,comprehension-2
1604,red,33,Thank you,FALSE,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,FALSE,8111,2,comprehension-2
1604,red,33,Thank you,NA,Higher degree,unpleasant,318392,1756124480265,1756124161873,male,English,disjunctive,62a3b97d41ae082b602e815b,68ac53fc3d695af6a6fcc4b3,68ac49e7f5750fd7a623e599,6,48295,1,critical
1605,red,34,weird study,Sound A,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,Sound A,3739,1,comprehension
1605,red,34,weird study,Sound B,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,Sound B,1688,2,comprehension
1605,red,34,weird study,Sound B,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,Sound B,1454,3,comprehension
1605,red,34,weird study,Sound B,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,Sound B,877,4,comprehension
1605,red,34,weird study,only the islanders know,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,90% for blue marbles and 10% for red marbles,7720,1,comprehension-2
1605,red,34,weird study,FALSE,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,FALSE,4120,2,comprehension-2
1605,red,34,weird study,NA,Did not graduate High-school,unpleasant,285496,1756124494249,1756124208753,male,english,conjunctive,611943dcb8b11a7b6cf6b596,68ac5418b40e623d052814a7,68ac49e7f5750fd7a623e599,5,36825,1,critical
1607,blue,33,,Sound A,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,Sound A,10298,1,comprehension
1607,blue,33,,Sound B,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,Sound B,1306,2,comprehension
1607,blue,33,,Sound B,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,Sound B,1175,3,comprehension
1607,blue,33,,Sound B,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,Sound B,877,4,comprehension
1607,blue,33,,only the islanders know,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,90% for blue marbles and 10% for red marbles,13810,1,comprehension-2
1607,blue,33,,FALSE,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,FALSE,3114,2,comprehension-2
1607,blue,33,,NA,Graduated College,pleasant,175521,1756124505692,1756124330171,female,English,conjunctive,63038a4810d4751896ffcd01,68ac54a35ff265bcb6a6babb,68ac49e7f5750fd7a623e599,6,53504,1,critical
1621,blue,50,,Sound A,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,Sound A,16916,1,comprehension
1621,blue,50,,Sound B,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,Sound B,2147,2,comprehension
1621,blue,50,,Sound B,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,Sound B,1421,3,comprehension
1621,blue,50,,Sound B,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,Sound B,1025,4,comprehension
1621,blue,50,,only the islanders know,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,90% for blue marbles and 10% for red marbles,5871,1,comprehension-2
1621,blue,50,,FALSE,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,FALSE,3489,2,comprehension-2
1621,blue,50,,NA,Graduated College,pleasant,186396,1756124618826,1756124432430,female,English,conjunctive,65cbb49693940ca0627dbc8d,68ac55048e4577fc565c412d,68ac49e7f5750fd7a623e599,6,31052,1,critical
1622,red,21,,Sound A,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,Sound A,7873,1,comprehension
1622,red,21,,Sound B,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,Sound A,1958,2,comprehension
1622,red,21,,Sound B,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,Sound A,5473,3,comprehension
1622,red,21,,Sound B,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,Sound A,573,4,comprehension
1622,red,21,,only the islanders know,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,only the islanders know,5865,1,comprehension-2
1622,red,21,,FALSE,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,FALSE,2476,2,comprehension-2
1622,red,21,,NA,Graduated High-school,neutral,167929,1756124627012,1756124459083,male,English,conjunctive,676055469b245b53e81358d0,68ac55221cd7b8d616b05650,68ac49e7f5750fd7a623e599,4,27226,1,critical
1630,red,54,,Sound A,Graduated College,pleasant,272567,1756124667650,1756124395083,male,English,disjunctive,5cfde288bab656000198b943,68ac54d1e44d0814476a1565,68ac49e7f5750fd7a623e599,Sound A,13027,1,comprehension
1630,red,54,,Sound A,Graduated College,pleasant,272567,1756124667650,1756124395083,male,English,disjunctive,5cfde288bab656000198b943,68ac54d1e44d0814476a1565,68ac49e7f5750fd7a623e599,Sound A,2283,2,comprehension
1630,red,54,,Sound A,Graduated College,pleasant,272567,1756124667650,1756124395083,male,English,disjunctive,5cfde288bab656000198b943,68ac54d1e44d0814476a1565,68ac49e7f5750fd7a623e599,Sound A,6841,3,comprehension
1630,red,54,,Sound B,Graduated College,pleasant,272567,1756124667650,1756124395083,male,English,disjunctive,5cfde288bab656000198b943,68ac54d1e44d0814476a1565,68ac49e7f5750fd7a623e599,Sound B,2364,4,comprehension
1630,red,54,,only the islanders know,Graduated College,pleasant,272567,1756124667650,1756124395083,male,English,disjunctive,5cfde288bab656000198b943,68ac54d1e44d0814476a1565,68ac49e7f5750fd7a623e599,only the islanders know,14573,1,comprehension-2
