submission_id,actual_cause,age,comments,correctResponse,education,effect_valence,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,mechanism,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNr,trialType
3616,red,,,Sound B,,neutral,104562,1716899733781,1716899629219,,,disjunctive,5bff1eeebe5e730001efef32,6655cf276c6e8f3c8a2e61d6,665353d08d37546e94979ca6,Sound B,2673,4,comprehension
3616,red,,,Everyone,,neutral,104562,1716899733781,1716899629219,,,disjunctive,5bff1eeebe5e730001efef32,6655cf276c6e8f3c8a2e61d6,665353d08d37546e94979ca6,Everyone,5843,1,comprehension-2
3616,red,,,FALSE,,neutral,104562,1716899733781,1716899629219,,,disjunctive,5bff1eeebe5e730001efef32,6655cf276c6e8f3c8a2e61d6,665353d08d37546e94979ca6,FALSE,3109,2,comprehension-2
3616,red,,,NA,,neutral,104562,1716899733781,1716899629219,,,disjunctive,5bff1eeebe5e730001efef32,6655cf276c6e8f3c8a2e61d6,665353d08d37546e94979ca6,1,29278,1,critical
3495,blue,36,,Sound A,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,Sound A,12766,1,comprehension
3495,blue,36,,Sound A,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,Sound A,5008,2,comprehension
3495,blue,36,,Sound A,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,Sound A,3129,3,comprehension
3495,blue,36,,Sound B,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,Sound B,1744,4,comprehension
3495,blue,36,,Everyone,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,Everyone,7795,1,comprehension-2
3495,blue,36,,FALSE,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,FALSE,4538,2,comprehension-2
3495,blue,36,,NA,Graduated College,unpleasant,227991,1716737443423,1716737215432,female,English,disjunctive,6547a68d2a815c91f2465658,665354b2a5b00d196b367033,665353d08d37546e94979ca6,7,38522,1,critical
3496,red,26,,Sound A,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,Sound A,3220,1,comprehension
3496,red,26,,Sound A,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,Sound B,3107,2,comprehension
3496,red,26,,Sound A,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,Sound A,2450,3,comprehension
3496,red,26,,Sound B,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,Sound B,1561,4,comprehension
3496,red,26,,Everyone,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,Everyone,3945,1,comprehension-2
3496,red,26,,FALSE,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,FALSE,2440,2,comprehension-2
3496,red,26,,NA,Higher degree,unpleasant,96198,1716737445795,1716737349597,female,English,disjunctive,5e9086ca917d9039e3c4cd25,6653553c21309814d2aa1f77,665353d08d37546e94979ca6,1,20720,1,critical
3497,red,40,,Sound A,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,Sound A,11166,1,comprehension
3497,red,40,,Sound B,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,Sound B,1819,2,comprehension
3497,red,40,,Sound B,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,Sound B,1435,3,comprehension
3497,red,40,,Sound B,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,Sound B,1109,4,comprehension
3497,red,40,,Everyone,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,Everyone,4588,1,comprehension-2
3497,red,40,,FALSE,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,FALSE,3952,2,comprehension-2
3497,red,40,,NA,Graduated College,unpleasant,172566,1716737443995,1716737271429,female,English,conjunctive,616dcdf2016c4df40e268bde,665354f0834fb194ffbe043e,665353d08d37546e94979ca6,1,26217,1,critical
3498,blue,53,,Sound A,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,Sound A,5735,1,comprehension
3498,blue,53,,Sound A,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,Sound A,2627,2,comprehension
3498,blue,53,,Sound A,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,Sound A,1972,3,comprehension
3498,blue,53,,Sound B,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,Sound B,2937,4,comprehension
3498,blue,53,,Everyone,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,Everyone,5143,1,comprehension-2
3498,blue,53,,FALSE,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,FALSE,4384,2,comprehension-2
3498,blue,53,,NA,Higher degree,neutral,185216,1716737599013,1716737413797,male,english,disjunctive,5ce6e7e7023d1600192ff23f,6653557a96690d7ae977f82d,665353d08d37546e94979ca6,6,48857,1,critical
3499,red,32,,Sound A,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,Sound A,15447,1,comprehension
3499,red,32,,Sound A,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,Sound A,3291,2,comprehension
3499,red,32,,Sound A,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,Sound A,1720,3,comprehension
3499,red,32,,Sound B,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,Sound B,1650,4,comprehension
3499,red,32,,Everyone,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,Everyone,5230,1,comprehension-2
3499,red,32,,FALSE,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,FALSE,4230,2,comprehension-2
3499,red,32,,NA,Higher degree,unpleasant,206154,1716737633882,1716737427728,female,english,disjunctive,58278ae08cba990001adf1c8,6653558acbec1d69819d387c,665353d08d37546e94979ca6,1,39338,1,critical
3500,red,26,,Sound A,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,Sound A,13323,1,comprehension
3500,red,26,,Sound B,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,Sound B,5294,2,comprehension
3500,red,26,,Sound B,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,Sound B,3563,3,comprehension
3500,red,26,,Sound B,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,Sound B,917,4,comprehension
3500,red,26,,Everyone,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,Everyone,5255,1,comprehension-2
3500,red,26,,FALSE,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,FALSE,2302,2,comprehension-2
3500,red,26,,NA,Higher degree,pleasant,176557,1716737726733,1716737550176,male,English,conjunctive,603e1fe6849f5c63a9997cf5,66535605723318ccd05853e6,665353d08d37546e94979ca6,1,27267,1,critical
3501,red,24,,Sound A,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,Sound A,5387,1,comprehension
3501,red,24,,Sound A,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,Sound A,2934,2,comprehension
3501,red,24,,Sound A,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,Sound A,1415,3,comprehension
3501,red,24,,Sound B,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,Sound B,1344,4,comprehension
3501,red,24,,Everyone,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,Everyone,5673,1,comprehension-2
3501,red,24,,FALSE,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,FALSE,2840,2,comprehension-2
3501,red,24,,NA,Higher degree,pleasant,171177,1716737755614,1716737584437,male,English,disjunctive,631797b16c44e201ca651911,66535628a47ffa34fb49b556,665353d08d37546e94979ca6,1,32883,1,critical
3502,blue,21,,Sound A,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,Sound A,4566,1,comprehension
3502,blue,21,,Sound B,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,Sound B,1263,2,comprehension
3502,blue,21,,Sound B,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,Sound B,1103,3,comprehension
3502,blue,21,,Sound B,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,Sound B,1060,4,comprehension
3502,blue,21,,Everyone,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,Everyone,3172,1,comprehension-2
3502,blue,21,,FALSE,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,FALSE,3850,2,comprehension-2
3502,blue,21,,NA,Graduated College,unpleasant,166436,1716737783683,1716737617247,male,english,conjunctive,638211424f5576b61d075c62,6653564ef3b03aa667aa4641,665353d08d37546e94979ca6,7,33338,1,critical
3503,red,41,,Sound A,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,Sound A,6156,1,comprehension
3503,red,41,,Sound B,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,Sound B,19295,2,comprehension
3503,red,41,,Sound B,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,Sound B,9883,3,comprehension
3503,red,41,,Sound B,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,Sound B,6034,4,comprehension
3503,red,41,,Everyone,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,Everyone,5566,1,comprehension-2
3503,red,41,,FALSE,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,FALSE,5734,2,comprehension-2
3503,red,41,,NA,Graduated College,unpleasant,378337,1716737809410,1716737431073,female,Yoruba,conjunctive,605467d5a3ae5fb3ec1970ad,66535588167f32bf40138331,665353d08d37546e94979ca6,4,111701,1,critical
3504,blue,24,,Sound A,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,Sound A,4934,1,comprehension
3504,blue,24,,Sound B,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,Sound B,2466,2,comprehension
3504,blue,24,,Sound B,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,Sound B,1248,3,comprehension
3504,blue,24,,Sound B,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,Sound B,1367,4,comprehension
3504,blue,24,,Everyone,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,Everyone,3817,1,comprehension-2
3504,blue,24,,FALSE,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,FALSE,3469,2,comprehension-2
3504,blue,24,,NA,Graduated College,unpleasant,173773,1716737835169,1716737661396,female,English,conjunctive,6107150885536b27225605f2,6653566e190f77334de1e4ce,665353d08d37546e94979ca6,2,39299,1,critical
3505,blue,22,,Sound A,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,Sound A,5434,1,comprehension
3505,blue,22,,Sound A,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,Sound A,1081,2,comprehension
3505,blue,22,,Sound A,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,Sound A,5000,3,comprehension
3505,blue,22,,Sound B,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,Sound B,4634,4,comprehension
3505,blue,22,,Everyone,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,Everyone,3749,1,comprehension-2
3505,blue,22,,FALSE,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,FALSE,2682,2,comprehension-2
3505,blue,22,,NA,Graduated College,unpleasant,134673,1716737934898,1716737800225,female,English ,disjunctive,5da6c9f479d2ea0016002983,66535700cf6a3c7d4385ff01,665353d08d37546e94979ca6,6,30281,1,critical
3506,red,24,,Sound A,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,Sound A,3050,1,comprehension
3506,red,24,,Sound B,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,Sound B,2939,2,comprehension
3506,red,24,,Sound B,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,Sound B,1428,3,comprehension
3506,red,24,,Sound B,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,Sound B,1088,4,comprehension
3506,red,24,,Everyone,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,Everyone,2335,1,comprehension-2
3506,red,24,,FALSE,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,FALSE,2051,2,comprehension-2
3506,red,24,,NA,Higher degree,neutral,122488,1716737988091,1716737865603,female,"English, Mandarin",conjunctive,5c9ca007e3b6c4001625509c,6653573c10ca11939058ddb6,665353d08d37546e94979ca6,2,24170,1,critical
3507,red,26,,Sound A,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,Sound A,13813,1,comprehension
3507,red,26,,Sound B,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,Sound B,3935,2,comprehension
3507,red,26,,Sound B,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,Sound B,2177,3,comprehension
3507,red,26,,Sound B,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,Sound B,1806,4,comprehension
3507,red,26,,Everyone,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,Everyone,5193,1,comprehension-2
3507,red,26,,FALSE,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,FALSE,3924,2,comprehension-2
3507,red,26,,NA,Higher degree,unpleasant,178488,1716737989714,1716737811226,female,English,conjunctive,5b991099d78992000184033b,665357078dbae7a1d0a36d25,665353d08d37546e94979ca6,2,51394,1,critical
3508,blue,26,,Sound A,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,Sound A,5319,1,comprehension
3508,blue,26,,Sound B,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,Sound B,1479,2,comprehension
3508,blue,26,,Sound B,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,Sound B,1487,3,comprehension
3508,blue,26,,Sound B,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,Sound B,1520,4,comprehension
3508,blue,26,,Everyone,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,Everyone,5514,1,comprehension-2
3508,blue,26,,FALSE,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,FALSE,3469,2,comprehension-2
3508,blue,26,,NA,Higher degree,pleasant,212607,1716738014352,1716737801745,male,"english, german",conjunctive,5feca7cccbe069e3cf2ad284,66535702a5b00d196b3670ca,665353d08d37546e94979ca6,1,39108,1,critical
3509,blue,50,,Sound A,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,Sound B,12603,1,comprehension
3509,blue,50,,Sound A,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,Sound A,27974,2,comprehension
3509,blue,50,,Sound A,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,Sound A,6444,3,comprehension
3509,blue,50,,Sound B,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,Sound B,2621,4,comprehension
3509,blue,50,,Everyone,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,Everyone,11700,1,comprehension-2
3509,blue,50,,FALSE,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,FALSE,3564,2,comprehension-2
3509,blue,50,,NA,Graduated College,unpleasant,252575,1716738058699,1716737806124,female,english,disjunctive,5c8ad6fb3b6f3d00013d7ab1,6653571b62ea9616916ecaee,665353d08d37546e94979ca6,7,59975,1,critical
3510,blue,41,"No comments to add, thank you.",Sound A,Higher degree,unpleasant,302079,1716738135776,1716737833697,female,English,disjunctive,5b29585924931e0001198e11,66535721190f77334de1e4e0,665353d08d37546e94979ca6,Sound A,19417,1,comprehension
3510,blue,41,"No comments to add, thank you.",Sound A,Higher degree,unpleasant,302079,1716738135776,1716737833697,female,English,disjunctive,5b29585924931e0001198e11,66535721190f77334de1e4e0,665353d08d37546e94979ca6,Sound A,25766,2,comprehension
3510,blue,41,"No comments to add, thank you.",Sound A,Higher degree,unpleasant,302079,1716738135776,1716737833697,female,English,disjunctive,5b29585924931e0001198e11,66535721190f77334de1e4e0,665353d08d37546e94979ca6,Sound A,2824,3,comprehension
3510,blue,41,"No comments to add, thank you.",Sound B,Higher degree,unpleasant,302079,1716738135776,1716737833697,female,English,disjunctive,5b29585924931e0001198e11,66535721190f77334de1e4e0,665353d08d37546e94979ca6,Sound B,7208,4,comprehension
3510,blue,41,"No comments to add, thank you.",Everyone,Higher degree,unpleasant,302079,1716738135776,1716737833697,female,English,disjunctive,5b29585924931e0001198e11,66535721190f77334de1e4e0,665353d08d37546e94979ca6,Everyone,3984,1,comprehension-2
