submission_id,actual_cause,age,bias,comments,correctResponse,education,effect_valence,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,mechanism,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNr,trialType
1615,blue,42,blue,,NA,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,4,79844,1,critical
1627,red,50,red,,Sound A,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,Sound A,5467,1,comprehension
1627,red,50,red,,Sound B,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,Sound B,1782,2,comprehension
1627,red,50,red,,Sound B,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,Sound B,2301,3,comprehension
1627,red,50,red,,Sound B,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,Sound B,1399,4,comprehension
1627,red,50,red,,Red marble,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,Red marble,7384,1,comprehension-2
1627,red,50,red,,Everyone,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,Everyone,2284,1,comprehension-3
1627,red,50,red,,FALSE,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,FALSE,2066,2,comprehension-3
1627,red,50,red,,NA,Graduated College,neutral,123427,1756124646768,1756124523341,female,english,conjunctive,5d542c3a5af5900019bc80c4,68ac5564673ff501f299691c,68ac4ae76781c84da1367d55,4,40118,1,critical
1632,red,39,blue,,Sound A,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,Sound A,5604,1,comprehension
1632,red,39,blue,,Sound B,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,Sound B,1346,2,comprehension
1632,red,39,blue,,Sound B,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,Sound B,1095,3,comprehension
1632,red,39,blue,,Sound B,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,Sound B,1140,4,comprehension
1632,red,39,blue,,Blue marble,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,Blue marble,4020,1,comprehension-2
1632,red,39,blue,,Everyone,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,Everyone,1732,1,comprehension-3
1632,red,39,blue,,FALSE,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,FALSE,1915,2,comprehension-3
1632,red,39,blue,,NA,Higher degree,unpleasant,104807,1756124669203,1756124564396,female,English,conjunctive,66e84a9aeb1250e4e671ae2c,68ac5591572afd8c94f91849,68ac4ae76781c84da1367d55,1,13343,1,critical
1657,red,30,blue,,Sound A,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,Sound A,9710,1,comprehension
1657,red,30,blue,,Sound B,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,Sound B,1474,2,comprehension
1657,red,30,blue,,Sound B,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,Sound B,1459,3,comprehension
1657,red,30,blue,,Sound B,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,Sound B,1215,4,comprehension
1657,red,30,blue,,Blue marble,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,Blue marble,17650,1,comprehension-2
1657,red,30,blue,,Everyone,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,Everyone,3115,1,comprehension-3
1657,red,30,blue,,FALSE,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,FALSE,3334,2,comprehension-3
1657,red,30,blue,,NA,Higher degree,neutral,226611,1756124768575,1756124541964,female,English,conjunctive,6070a06a1d49fbecb9ee79d2,68ac557a677366841375898f,68ac4ae76781c84da1367d55,1,72795,1,critical
1663,blue,42,red,,Sound A,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,Sound B,18616,1,comprehension
1663,blue,42,red,,Sound B,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,Sound B,19212,2,comprehension
1663,blue,42,red,,Sound B,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,Sound B,7293,3,comprehension
1663,blue,42,red,,Sound B,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,Sound B,8919,4,comprehension
1663,blue,42,red,,Red marble,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,Red marble,13007,1,comprehension-2
1663,blue,42,red,,Everyone,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,Everyone,7506,1,comprehension-3
1663,blue,42,red,,FALSE,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,FALSE,6033,2,comprehension-3
1663,blue,42,red,,NA,Graduated College,pleasant,342939,1756125019936,1756124676997,female,English,conjunctive,6504c6655c2ae520567f52ff,68ac5531fbb9b727c4635aa3,68ac4ae76781c84da1367d55,1,56436,1,critical
1672,blue,50,red,,Sound A,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,Sound A,10236,1,comprehension
1672,blue,50,red,,Sound B,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,Sound B,11498,2,comprehension
1672,blue,50,red,,Sound B,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,Sound B,2130,3,comprehension
1672,blue,50,red,,Sound B,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,Sound B,3348,4,comprehension
1672,blue,50,red,,Red marble,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,Red marble,14162,1,comprehension-2
1672,blue,50,red,,Everyone,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,Everyone,7678,1,comprehension-3
1672,blue,50,red,,FALSE,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,FALSE,5036,2,comprehension-3
1672,blue,50,red,,NA,Graduated College,unpleasant,305199,1756124840230,1756124535031,male,english,conjunctive,641384b3dffcf39ec42d3c23,68ac557340a58dac0bce0ac7,68ac4ae76781c84da1367d55,7,70863,1,critical
1675,blue,38,red,,Sound A,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,Sound A,3931,1,comprehension
1675,blue,38,red,,Sound B,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,Sound B,1725,2,comprehension
1675,blue,38,red,,Sound B,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,Sound B,1247,3,comprehension
1675,blue,38,red,,Sound B,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,Sound B,1248,4,comprehension
1675,blue,38,red,,Red marble,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,Red marble,7475,1,comprehension-2
1675,blue,38,red,,Everyone,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,Everyone,7888,1,comprehension-3
1675,blue,38,red,,FALSE,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,FALSE,3660,2,comprehension-3
1675,blue,38,red,,NA,Graduated College,unpleasant,191072,1756124844638,1756124653566,female,English,conjunctive,5dee44454d7bea4e3f4b44a6,68ac55e61ffbacce3acfc90f,68ac4ae76781c84da1367d55,1,21443,1,critical
1639,blue,49,red,,Sound A,Graduated College,unpleasant,158342,1756124694285,1756124535943,male,English,conjunctive,596e1edd39e9d00001b7bb98,68ac557222e98cd2c826d09b,68ac4ae76781c84da1367d55,Sound A,9208,1,comprehension
1639,blue,49,red,,Sound B,Graduated College,unpleasant,158342,1756124694285,1756124535943,male,English,conjunctive,596e1edd39e9d00001b7bb98,68ac557222e98cd2c826d09b,68ac4ae76781c84da1367d55,Sound B,1637,2,comprehension
1639,blue,49,red,,Sound B,Graduated College,unpleasant,158342,1756124694285,1756124535943,male,English,conjunctive,596e1edd39e9d00001b7bb98,68ac557222e98cd2c826d09b,68ac4ae76781c84da1367d55,Sound B,1102,3,comprehension
1639,blue,49,red,,Sound B,Graduated College,unpleasant,158342,1756124694285,1756124535943,male,English,conjunctive,596e1edd39e9d00001b7bb98,68ac557222e98cd2c826d09b,68ac4ae76781c84da1367d55,Sound B,968,4,comprehension
